Group,ID,List,Target,RT,RT_log,Relation_type,Branching,accuracy
L2,L2_33,A,reattachable,1135,7.0344,Constituent,Left,incorrect
L2,L2_33,A,unbreakable,694,6.5425,Constituent,Right,correct
L2,L2_33,A,unskillful,738,6.6039,Constituent,Right,correct
L2,L2_33,A,unclearness,1254,7.1341,Constituent,Left,correct
L2,L2_33,A,rehydratable,1819,7.506,Constituent,Left,incorrect
L2,L2_33,A,unmovable,1303,7.1724,Constituent,Right,incorrect
L2,L2_33,A,untruthful,959,6.8659,Constituent,Right,correct
L2,L2_33,A,unsharpness,980,6.8876,Constituent,Left,correct
L2,L2_33,A,resellable,923,6.8276,Constituent,Left,correct
L2,L2_33,A,untouchable,977,6.8845,Constituent,Right,correct
L2,L2_33,A,ungraceful,1035,6.9422,Constituent,Right,correct
L2,L2_33,A,unavoidable,1126,7.0264,Unrelated,Right,correct
L2,L2_33,A,unresentful,1128,7.0282,Unrelated,Right,correct
L2,L2_33,A,unreadable,1081,6.9856,Unrelated,Right,correct
L2,L2_33,A,unthankful,1075,6.9801,Unrelated,Right,correct
L2,L2_33,A,uneventful,1008,6.9157,Unrelated,Right,correct
L2,L2_33,A,undeniable,939,6.8448,Unrelated,Right,correct
L2,L2_33,A,unhappiness,839,6.7322,Unrelated,Left,correct
L2,L2_33,A,unawareness,990,6.8977,Unrelated,Left,correct
L2,L2_33,A,unripeness,1029,6.9363,Unrelated,Left,incorrect
L2,L2_33,A,recomputable,1409,7.2506,Unrelated,Left,correct
L2,L2_33,A,resealable,889,6.7901,Unrelated,Left,incorrect
L2,L2_33,A,readjustable,1034,6.9412,Unrelated,Left,correct
L2,L2_33,A,unwariness,740,6.6067,NonConstituent,Left,correct
L2,L2_33,A,reusable,802,6.6871,NonConstituent,Left,correct
L2,L2_33,A,reobtainable,1089,6.993,NonConstituent,Left,correct
L2,L2_33,A,uncleverness,1216,7.1033,NonConstituent,Left,incorrect
L2,L2_33,A,unkindness,847,6.7417,NonConstituent,Left,correct
L2,L2_33,A,reclosable,1209,7.0975,NonConstituent,Left,incorrect
L2,L2_34,B,readjustable,1221,7.1074,Constituent,Left,correct
L2,L2_34,B,recomputable,1649,7.4079,Constituent,Left,incorrect
L2,L2_34,B,ungraceful,1714,7.4466,Constituent,Right,incorrect
L2,L2_34,B,unripeness,570,6.3456,Constituent,Left,correct
L2,L2_34,B,untruthful,1020,6.9276,Constituent,Right,correct
L2,L2_34,B,unreadable,891,6.7923,Unrelated,Right,correct
L2,L2_34,B,unawareness,1282,7.1562,Constituent,Left,correct
L2,L2_34,B,unavoidable,840,6.7334,Unrelated,Right,correct
L2,L2_34,B,unhappiness,841,6.7346,Constituent,Left,correct
L2,L2_34,B,unthankful,944,6.8501,Unrelated,Right,correct
L2,L2_34,B,uneventful,1631,7.3969,Unrelated,Right,correct
L2,L2_34,B,resealable,947,6.8533,Constituent,Left,correct
L2,L2_34,B,resellable,845,6.7393,NonConstituent,Left,correct
L2,L2_34,B,unskillful,866,6.7639,Constituent,Right,correct
L2,L2_34,B,reattachable,1039,6.946,NonConstituent,Left,correct
L2,L2_34,B,unclearness,891,6.7923,NonConstituent,Left,correct
L2,L2_34,B,unresentful,688,6.5338,Unrelated,Right,incorrect
L2,L2_34,B,rehydratable,1085,6.9893,NonConstituent,Left,correct
L2,L2_34,B,untouchable,720,6.5793,Constituent,Right,correct
L2,L2_34,B,unholiness,1032,6.9393,NonConstituent,Left,correct
L2,L2_34,B,unsharpness,698,6.5482,NonConstituent,Left,correct
L2,L2_34,B,unmovable,829,6.7202,Constituent,Right,correct
L2,L2_34,B,reclosable,1508,7.3185,Unrelated,Left,correct
L2,L2_34,B,reobtainable,1909,7.5543,Unrelated,Left,correct
L2,L2_34,B,reusable,1024,6.9315,Unrelated,Left,correct
L2,L2_34,B,undeniable,841,6.7346,Unrelated,Right,correct
L2,L2_34,B,unkindness,945,6.8512,Unrelated,Left,correct
L2,L2_34,B,unbreakable,698,6.5482,Constituent,Right,correct
L2,L2_34,B,uncleverness,895,6.7968,Unrelated,Left,correct
L2,L2_34,B,unwariness,1010,6.9177,Unrelated,Left,incorrect
L2,L2_35,C,unresentful,1683,7.4283,Unrelated,Right,incorrect
L2,L2_35,C,rehydratable,0,NA,Unrelated,Left,incorrect
L2,L2_35,C,unwariness,1948,7.5746,Constituent,Left,incorrect
L2,L2_35,C,unthankful,1395,7.2406,Unrelated,Right,correct
L2,L2_35,C,unbreakable,1343,7.2027,Constituent,Right,correct
L2,L2_35,C,unhappiness,1170,7.0648,NonConstituent,Left,correct
L2,L2_35,C,resellable,1538,7.3382,Unrelated,Left,correct
L2,L2_35,C,untouchable,947,6.8533,Constituent,Right,correct
L2,L2_35,C,uncleverness,1456,7.2834,Constituent,Left,correct
L2,L2_35,C,unkindness,1012,6.9197,Constituent,Left,correct
L2,L2_35,C,recomputable,1857,7.5267,NonConstituent,Left,correct
L2,L2_35,C,unripeness,1723,7.4518,NonConstituent,Left,incorrect
L2,L2_35,C,untruthful,1413,7.2535,Constituent,Right,correct
L2,L2_35,C,unskillful,1314,7.1808,Constituent,Right,correct
L2,L2_35,C,unsharpness,1646,7.4061,Unrelated,Left,correct
L2,L2_35,C,unclearness,1757,7.4714,Unrelated,Left,correct
L2,L2_35,C,unawareness,1220,7.1066,NonConstituent,Left,correct
L2,L2_35,C,reusable,1398,7.2428,Constituent,Left,correct
L2,L2_35,C,readjustable,0,NA,NonConstituent,Left,incorrect
L2,L2_35,C,unmovable,1763,7.4748,Constituent,Right,correct
L2,L2_35,C,uneventful,1264,7.142,Unrelated,Right,correct
L2,L2_35,C,unreadable,1340,7.2004,Unrelated,Right,correct
L2,L2_35,C,reattachable,873,6.7719,Unrelated,Left,correct
L2,L2_35,C,ungraceful,1024,6.9315,Constituent,Right,correct
L2,L2_35,C,resealable,1421,7.2591,NonConstituent,Left,correct
L2,L2_35,C,unholiness,1959,7.5802,Unrelated,Left,correct
L2,L2_35,C,reclosable,1748,7.4662,Constituent,Left,correct
L2,L2_35,C,undeniable,1113,7.0148,Unrelated,Right,correct
L2,L2_35,C,unavoidable,1209,7.0975,Unrelated,Right,correct
L2,L2_35,C,reobtainable,1108,7.0103,Constituent,Left,correct
L2,L2_36,D,unholiness,878,6.7776,Constituent,Left,correct
L2,L2_36,D,rehydratable,1263,7.1412,Constituent,Left,correct
L2,L2_36,D,unclearness,1296,7.167,Constituent,Left,correct
L2,L2_36,D,resellable,1344,7.2034,Constituent,Left,correct
L2,L2_36,D,unavoidable,867,6.765,Constituent,Right,correct
L2,L2_36,D,unsharpness,1192,7.0834,Constituent,Left,incorrect
L2,L2_36,D,reattachable,969,6.8763,Constituent,Left,correct
L2,L2_36,D,unreadable,728,6.5903,Constituent,Right,correct
L2,L2_36,D,unthankful,669,6.5058,Constituent,Right,correct
L2,L2_36,D,undeniable,779,6.658,Constituent,Right,correct
L2,L2_36,D,unresentful,1219,7.1058,Constituent,Right,incorrect
L2,L2_36,D,uneventful,719,6.5779,Constituent,Right,correct
L2,L2_36,D,unmovable,900,6.8024,Unrelated,Right,correct
L2,L2_36,D,untruthful,905,6.8079,Unrelated,Right,correct
L2,L2_36,D,untouchable,748,6.6174,Unrelated,Right,correct
L2,L2_36,D,unskillful,905,6.8079,Unrelated,Right,correct
L2,L2_36,D,uncleverness,835,6.7274,NonConstituent,Left,incorrect
L2,L2_36,D,unwariness,1028,6.9354,NonConstituent,Left,correct
L2,L2_36,D,reclosable,1028,6.9354,NonConstituent,Left,correct
L2,L2_36,D,reusable,814,6.702,NonConstituent,Left,correct
L2,L2_36,D,unbreakable,774,6.6516,Unrelated,Right,correct
L2,L2_36,D,readjustable,1496,7.3106,Unrelated,Left,incorrect
L2,L2_36,D,resealable,1175,7.069,Unrelated,Left,correct
L2,L2_36,D,unawareness,1077,6.9819,Unrelated,Left,correct
L2,L2_36,D,unhappiness,900,6.8024,Unrelated,Left,correct
L2,L2_36,D,recomputable,865,6.7627,Unrelated,Left,incorrect
L2,L2_36,D,ungraceful,1670,7.4206,Unrelated,Right,incorrect
L2,L2_36,D,unripeness,877,6.7765,Unrelated,Left,incorrect
L2,L2_36,D,unkindness,678,6.5191,NonConstituent,Left,correct
L2,L2_36,D,reobtainable,1162,7.0579,NonConstituent,Left,incorrect
L2,L2_37,E,unripeness,976,6.8835,Constituent,Left,incorrect
L2,L2_37,E,unmovable,918,6.8222,Unrelated,Right,correct
L2,L2_37,E,unhappiness,679,6.5206,Constituent,Left,correct
L2,L2_37,E,unholiness,882,6.7822,NonConstituent,Left,incorrect
L2,L2_37,E,unskillful,693,6.541,Unrelated,Right,correct
L2,L2_37,E,rehydratable,782,6.6619,NonConstituent,Left,incorrect
L2,L2_37,E,unresentful,1026,6.9334,Constituent,Right,correct
L2,L2_37,E,ungraceful,859,6.7558,Unrelated,Right,correct
L2,L2_37,E,reobtainable,1058,6.9641,Unrelated,Left,incorrect
L2,L2_37,E,reattachable,1297,7.1678,NonConstituent,Left,correct
L2,L2_37,E,resealable,1100,7.0031,Constituent,Left,correct
L2,L2_37,E,unavoidable,819,6.7081,Constituent,Right,correct
L2,L2_37,E,resellable,782,6.6619,NonConstituent,Left,correct
L2,L2_37,E,recomputable,944,6.8501,Constituent,Left,correct
L2,L2_37,E,untruthful,1174,7.0682,Unrelated,Right,correct
L2,L2_37,E,unclearness,955,6.8617,NonConstituent,Left,correct
L2,L2_37,E,unawareness,1146,7.044,Constituent,Left,correct
L2,L2_37,E,uneventful,1077,6.9819,Constituent,Right,correct
L2,L2_37,E,reclosable,1481,7.3005,Unrelated,Left,correct
L2,L2_37,E,unsharpness,1064,6.9698,NonConstituent,Left,correct
L2,L2_37,E,unwariness,884,6.7845,Unrelated,Left,incorrect
L2,L2_37,E,untouchable,938,6.8437,Unrelated,Right,correct
L2,L2_37,E,reusable,754,6.6254,Unrelated,Left,correct
L2,L2_37,E,readjustable,1400,7.2442,Constituent,Left,incorrect
L2,L2_37,E,unthankful,961,6.868,Constituent,Right,correct
L2,L2_37,E,unbreakable,935,6.8405,Unrelated,Right,correct
L2,L2_37,E,unkindness,1032,6.9393,Unrelated,Left,correct
L2,L2_37,E,unreadable,831,6.7226,Constituent,Right,correct
L2,L2_37,E,undeniable,917,6.8211,Constituent,Right,correct
L2,L2_37,E,uncleverness,1620,7.3902,Unrelated,Left,correct
L2,L2_38,F,unthankful,1237,7.1204,Constituent,Right,correct
L2,L2_38,F,undeniable,679,6.5206,Constituent,Right,correct
L2,L2_38,F,uneventful,1455,7.2828,Constituent,Right,correct
L2,L2_38,F,unreadable,564,6.3351,Constituent,Right,correct
L2,L2_38,F,reusable,894,6.7957,Constituent,Left,correct
L2,L2_38,F,unkindness,635,6.4536,Constituent,Left,correct
L2,L2_38,F,uncleverness,725,6.5862,Constituent,Left,correct
L2,L2_38,F,unresentful,707,6.561,Constituent,Right,correct
L2,L2_38,F,reclosable,819,6.7081,Constituent,Left,correct
L2,L2_38,F,unavoidable,955,6.8617,Constituent,Right,correct
L2,L2_38,F,reobtainable,1169,7.0639,Constituent,Left,correct
L2,L2_38,F,unmovable,810,6.697,Unrelated,Right,correct
L2,L2_38,F,unbreakable,799,6.6834,Unrelated,Right,correct
L2,L2_38,F,unwariness,727,6.5889,Constituent,Left,correct
L2,L2_38,F,unskillful,884,6.7845,Unrelated,Right,correct
L2,L2_38,F,unripeness,950,6.8565,NonConstituent,Left,correct
L2,L2_38,F,ungraceful,732,6.5958,Unrelated,Right,correct
L2,L2_38,F,unhappiness,681,6.5236,NonConstituent,Left,correct
L2,L2_38,F,recomputable,642,6.4646,NonConstituent,Left,correct
L2,L2_38,F,untruthful,978,6.8855,Unrelated,Right,correct
L2,L2_38,F,unawareness,595,6.3886,NonConstituent,Left,correct
L2,L2_38,F,resealable,1118,7.0193,NonConstituent,Left,correct
L2,L2_38,F,readjustable,802,6.6871,NonConstituent,Left,correct
L2,L2_38,F,untouchable,759,6.632,Unrelated,Right,correct
L2,L2_38,F,unclearness,824,6.7142,Unrelated,Left,correct
L2,L2_38,F,rehydratable,1798,7.4944,Unrelated,Left,correct
L2,L2_38,F,unholiness,1580,7.3652,Unrelated,Left,correct
L2,L2_38,F,resellable,1118,7.0193,Unrelated,Left,correct
L2,L2_38,F,reattachable,1578,7.3639,Unrelated,Left,correct
L2,L2_38,F,unsharpness,1991,7.5964,Unrelated,Left,correct
